is_correct,sum_list
False,1248;2937;-1274;-2293;-1110;-7841;-3182;624;444;-1953;-701;-1316;-1014;4439;15773;-175
False,-2649;-1013;1653;910;-4390;-1277;13131;4475;2280;-2045;-391;2416;-2376;-3305;-3954;-7050
False,375;-5333;-949;-2801;2533;-2236;-1018;737;337;-2675;1001;-244;8608;5104;-6643;-3628
False,-104;1188;-1101;-2656;925;-3139;5204;14116;-5140;-1538;-2508;-584;-170;-1828;-822;-2378
True,2555;-1863;-2799;1842;-1939;-5437;-7348;-5736;-2675;22;22994;-848;1330;2081;365;-2980
True,-775;-791;-6929;-4645;-8397;221;-3043;-3296;-3590;3014;4058;-1101;6097;14263;1083;835
False,-856;-660;-2964;3743;-6655;-7368;-7552;-3071;-957;-700;4093;1901;1290;4714;3053;19802
False,-3229;-1450;19054;3122;-225;-1171;-4276;-3598;-224;-1248;-2331;-4454;-70;3036;-366;-2224
True,-835;1337;692;-2273;-601;-6276;-3810;-1245;5231;-1221;2647;-2988;-3756;1258;-2338;13436
False,2048;1174;556;-2095;-2746;3511;-4386;192;-861;-4357;-3057;-1666;12107;-2634;-7255;-946
True,5107;4925;-5509;304;-111;-1223;-6785;-5678;11413;-405;618;-1675;-1938;834;-1985;-2068
True,15008;1898;3133;-1841;-4036;3087;-1484;-2453;153;-8551;-2779;-2234;-4037;-1080;-1474;1539
True,1841;-48;-1674;1981;961;955;-5491;-7138;-4571;-3358;645;-2148;22991;-4908;-2308;1824
True,-1520;1050;-2490;139;12358;-4372;-2840;-701;6842;-1528;3603;-1526;-2678;2644;-2921;-1609
False,-369;-3664;1014;-2015;523;13244;-3016;-1532;2519;-2837;1724;-3792;1530;-658;932;-1623
True,-2108;2993;15899;-2889;1068;529;4426;-2767;-3121;-776;-719;-1229;-1277;-61;-1387;-6601
False,2885;-3037;372;603;-4981;15;-2219;-278;-1342;16096;557;-1708;-407;-6220;3293;836
True,843;15623;2660;-3083;192;-1476;-3704;3584;1700;-2622;214;-4324;-523;-5387;-1558;-1839
False,-801;-3039;2554;1100;-3994;-6381;-3241;-4624;-862;11014;1507;-629;-4803;1395;5654;3189
False,1031;-267;2060;2029;-808;-1232;-1646;3535;-3035;-1343;-5037;-950;-2582;-4978;143;16222
True,2470;-1371;-2165;137;9703;-1235;-4543;-2785;-2799;-3713;15062;-3705;-2519;515;-1349;-3608
True,-2763;3178;2321;-5140;-951;-620;3274;-869;197;-3799;1392;5225;-6662;15534;-6053;-1645
False,1141;-1106;-304;-1142;-226;-1780;-4760;-2786;-709;2723;-1030;2101;12336;-737;2924;-2949
True,-755;-227;-1567;-2392;-3925;1983;-4753;-195;-123;461;14172;3236;4360;-1553;-5264;-681
False,-1734;-4355;-4869;-2967;17292;298;-11;574;-2016;-459;7853;-4903;-3191;822;-1578;-1762
True,405;15766;372;-2063;-4642;-2884;1016;-266;-5175;4621;-3404;-957;2130;369;-1299;-4727
False,-786;-2109;-393;1190;-2641;-4004;-1946;-2686;217;4968;-1440;14114;-1877;231;-500;-2746
False,-738;1877;-638;-5230;13377;-5280;465;-897;1990;-4887;1479;-1255;-3131;-91;-341;-1298
False,-3404;16019;4922;453;-2274;-1325;-2727;2565;-5350;5357;-166;-1012;-434;-953;507;-5192
True,1598;-1981;-1718;-4835;15307;-1066;2491;-1980;-3621;-3102;2068;-2915;-2161;-2232;4234;907
False,-1040;-2786;187;3448;1309;-1124;-2528;-2264;15789;-345;-5940;2860;52;-4114;-13;-5816
True,-2915;600;13959;-2121;-3196;-1912;871;-2776;-2243;-2047;-76;320;2861;8569;-782;-5799
True,-652;-1236;5045;-3903;-362;-1783;-6864;14384;2336;2498;-2511;-2731;2470;-2064;329;-4995
True,-967;17903;3841;68;1252;-3965;-4612;4484;77;-3500;512;-5654;-2849;-6198;-1076;-1000
True,1993;10744;-513;1796;-3355;2033;-2724;1223;640;-1341;-3250;-5196;2511;-6366;1685;-3579
False,-6417;-3276;12105;-2127;-3320;-3125;1617;532;2982;-388;2304;12107;-1328;-681;-2005;-2995
True,420;162;-2855;1280;1299;172;-4429;-3556;-4574;-5081;15841;-2219;1971;670;539;-3472
True,-2372;1161;2861;-7976;-343;1105;1512;-3904;141;-953;-157;4736;-5218;16914;-3575;-338
False,5051;12063;-2257;1516;-1815;-2507;522;-3510;-985;-1691;526;329;-2660;-6833;1503;2293
True,-2911;-1038;-2846;-5150;-1361;767;-1788;-2871;-1067;-864;13581;127;1582;-33;-2766;6816
True,914;127;-948;-784;1046;-5033;-4497;-1121;-470;1548;2324;-894;-3197;2636;-2014;14104
True,1766;15577;-946;-1361;-3600;-1614;2521;-1646;-6653;4278;-4831;-1264;831;1579;-2900;-4603
False,-827;1704;1607;434;15949;210;110;3042;-3708;-1451;2083;-5563;-5667;1539;400;-2299
False,16271;-1329;19616;1412;-3365;-3971;2021;-2351;-585;-6831;-2917;-2093;-4660;-227;-2068;-1200
True,1201;333;-5082;-4289;-2697;-321;-1438;-1048;-2367;226;-626;2159;18073;937;3002;3620
True,1269;-641;-3245;-3562;16021;-1505;2714;-1525;-5380;-3444;1359;-3424;-595;-4044;5854;1802
False,-728;11038;2126;-1070;627;-2594;-5456;-2314;-1353;-1229;1191;184;2748;1358;-2427;-3323
True,-3126;-1116;15700;-1355;831;1816;2170;-2199;-3358;-1506;-2237;-456;3473;-3632;-695;-6512
True,-2507;65;3667;-1815;-806;-1309;-4596;14252;2047;715;-103;-1472;2710;-3121;-316;-6502
True,2386;11407;2327;-4511;822;-3022;-2531;1972;810;-608;-486;-2260;-1729;-4097;-562;-259
True,981;11048;1077;1840;-4154;1471;-2676;1256;1396;-1393;-2695;-4779;1578;-5484;2945;-3054
True,-6331;-6475;14505;-2520;-2948;-1963;4165;-344;2937;-1220;-1235;2459;-2116;1377;1923;-3311
True,447;-739;-895;1551;966;-2566;-3183;-2997;-1090;-4809;16128;-1177;-1349;2557;357;-4557
True,-1546;2947;2507;-3540;-375;-847;882;-165;-775;-3116;-187;2249;-4408;11675;-3205;-41
True,-2054;1897;-6350;-1351;1431;-39;-179;-1525;-2513;-802;11192;-2098;1706;296;-135;-2048
True,-1575;-892;-155;-4433;-722;2360;-2517;986;936;-170;13178;2512;1162;-3791;-3561;-1153
True,-206;2271;-1091;-2282;1972;-3283;-2685;-156;-503;-1685;2953;402;-4827;510;-3227;13913
True,1517;11045;1248;86;-3210;-3252;919;140;-3244;3017;-3451;-1159;1441;1129;-2959;-3251
True,1007;1419;-5741;-544;-5321;1064;513;-404;11554;-251;261;-776;-982;-1932;951;-1107
True,13791;-2654;4567;-451;-4273;326;1515;-5170;2187;-3591;-347;-5282;-4537;1139;-762;3452
True,2297;55;-169;2049;762;413;-5855;-6816;-2426;-5463;226;-1602;15340;1816;-1971;4217
True,1449;-3658;-1430;-2565;10605;-484;2493;-861;-4069;-2216;335;-170;-1391;-1716;3209;1446
True,-2306;-3291;-166;10910;560;-3;1143;783;-4704;-578;-4548;-930;792;-2097;2888;1709
True,60;-2346;11306;-2269;-879;618;-426;-6022;-1487;5164;-3119;-4152;1391;5391;-3070;-5928
False,1071;-2808;-2104;4304;1953;-1900;-2296;-539;6703;-2192;16574;5674;1532;-604;-5142;-4779
False,17784;396;1376;-5069;-4416;-1365;-3058;2112;-2354;2559;-4161;-3150;-404;1170;-532;5066
False,-2397;-4381;2965;14465;7225;-7089;780;-5211;279;-7659;-2467;-1321;-1704;-5753;-1755;-2334
False,-3042;-1478;-3745;904;-3830;-6908;16275;-3720;1252;7940;1494;-3295;1173;-1965;-4330;1224
False,2171;235;-7800;-2938;17989;1165;3499;3593;661;-326;-443;-6087;-3331;-5521;-4824;-3835
False,5076;3076;-7173;-440;20493;-575;4462;-1375;-8228;-4316;-4308;1708;-965;-5024;-2352;4309
False,6663;1262;15080;804;-218;-3145;-8544;1642;-818;-4912;-3931;-2139;-943;3477;-1196;9088
True,-5249;-2665;854;-6411;7904;1862;-2769;1265;368;-417;20436;5611;-2035;-5562;-8176;-3812
True,2334;5549;3080;-1284;-438;-3874;-3644;-4366;-3660;-2063;2542;-1757;-4587;2719;-2946;16008
True,4062;16033;3395;714;-4802;-4087;426;-2126;-4248;3725;-2065;-4007;378;650;-3374;-4330
False,-5933;-2125;2152;9139;823;-429;2636;-4080;855;16279;-2633;142;-5104;-8082;4160;-3936
False,-2760;16194;4222;4968;-4381;-1727;-839;-4299;-7221;-5149;-4291;-4310;3014;-3867;790;13732
False,-6965;-4045;-3328;4198;1374;18507;1891;6285;1371;-1972;-614;-2237;-6131;-322;302;-7147
True,198;-3697;-3731;-5181;15412;-4196;-807;90;-4751;-2536;992;-2261;-2940;-2357;7248;1191
True,-1118;-2676;-2841;23147;100;-5119;3189;-2695;-3861;-5352;-4489;405;2310;-1564;-3185;-2941
True,-1582;-77;13901;-878;-700;-1697;2332;-2017;-481;1067;1370;1069;3125;-387;-2652;-6826
True,-3600;-318;4531;-1694;-4118;-783;-7138;16627;2550;5208;12;310;3083;-3726;-965;-7942
True,55;14465;-66;-3123;1127;-3198;-4368;3664;415;-1130;506;-2914;302;-5840;-24;-1523
True,763;11801;1547;2066;-3106;2381;-800;2231;2051;-892;-1877;-3343;2290;-5627;4163;-3473
True,-2220;-5628;11717;-3567;-3716;-4672;-28;-1449;1920;-371;-1919;3255;-1305;2328;1387;-782
True,2086;4099;-967;1937;-471;-3940;-6928;-6217;-2049;-5710;16437;-2216;3526;2130;43;-1334
True,-1469;2512;1493;-5222;-1253;-4841;71;-2736;-261;-1649;3191;4599;-5692;16107;-2079;-187
True,-2669;2908;-6073;-491;810;-691;-1754;-1580;-2501;-1082;10808;-2435;929;547;-826;-1821
True,262;831;234;-4814;-2118;-1744;-3993;219;-830;3627;13589;819;2799;-1105;-1043;-2208
True,4319;3714;252;-1976;1357;-5851;-3710;-648;1974;2181;3263;-1096;-5835;1604;-5659;16967
True,1779;14881;1018;-786;-5862;-3545;-596;-1900;-4498;5799;-3498;-3469;3935;1693;-1355;-4908
True,1008;2143;-7366;-193;-6038;2604;639;-135;10184;-423;-1865;-1013;-831;-1852;-33;131
True,12686;-941;5368;737;-1267;-335;2021;-2469;-2824;-5805;-516;882;-7476;1654;-872;-5
True,2274;-1044;-2387;-515;1110;1558;-3451;-6320;-2167;-2643;3532;150;14865;975;-641;3686
True,1775;-1175;-1001;-2782;16818;-356;1367;-1007;-4814;-3436;1872;-1171;-4388;-3848;4488;217
True,-2604;-512;-1148;11059;689;-910;335;673;-4634;469;-5075;856;-158;-463;1553;782
True,-878;-1463;14402;-3329;-3178;-462;216;72;-1540;-1362;-897;-2986;1700;-2922;-1014;-6954
True,256;3153;3008;673;1085;-801;-4389;14415;1111;1536;-1997;-4477;1253;-2287;-442;-11097
True,577;16962;981;-4661;590;-3960;-3755;4637;809;-2915;-125;-3645;-1363;-3811;772;-1249
True,-1363;11040;1495;2163;-3529;2168;-1803;1630;-109;-437;-1744;-4586;-388;-5406;3001;-3029
True,-6482;-3450;13451;-401;-7028;-192;2414;1998;1760;-1585;-1206;2786;-1243;3376;902;-1225
True,1357;-104;367;3394;974;-2603;-93;-2837;-5583;-3180;13147;-3389;1521;3487;-1227;-2032
True,-569;743;1780;-4349;308;1006;2884;-2204;-1016;-3135;-237;2225;-5359;15523;-3848;-1068
True,936;2555;-5181;-3038;1510;-435;-650;-101;-2787;-2077;11896;-1350;1612;1001;-1200;-2060
True,-3201;-2608;-22;-3886;-2499;1688;-3628;-210;377;2985;17164;738;3553;-3140;-4033;-1845
True,1855;1266;539;-1860;1554;-2546;-2035;1379;-420;-2666;526;-2684;-3456;-195;-2317;10765
True,1445;16769;3528;-616;-3995;-4386;1201;-1382;-4968;3353;-2779;-2605;3820;-1543;-2502;-5337
False,1301;-1099;-4688;-5085;2838;455;10368;3903;-702;-979;-671;2309;2988;-2117;-853;-3255
True,13850;-1989;5170;674;-2746;461;3458;-4567;-355;-8109;-33;-2288;-4494;974;-1507;1388
True,3016;-229;-10;2399;2703;4571;-983;-2609;-1121;-3473;-2187;-1380;13506;-3874;-4073;-1856
True,225;-1226;-2831;-3811;17570;-502;169;-2661;-3302;-2852;-119;-1275;-3297;-1830;2709;2690
True,-2596;-4582;-220;11010;868;-92;93;2572;-2848;-1593;-2656;-1863;708;-3293;2771;3184
True,-2061;3784;13986;-3636;-269;178;1232;289;-2152;-682;-1498;-105;-1361;-1831;-2729;-4290
True,815;1686;5148;-1959;1146;-944;-6896;17421;2785;1999;-1468;-2388;2800;-4533;-1220;-7300
False,-1049;1016;13284;-2424;-3134;-1709;-912;-1057;3386;-2242;-613;-1202;-1387;-1829;-1654;-2918
False,212;-1874;-3650;12159;3109;1205;2706;169;-1218;-1820;456;-3946;-3122;-2564;-2614;-4673
False,3146;-882;-790;-2897;-745;-3880;-2565;11468;616;2254;2004;-1851;-705;-373;3951;-5435
False,-3056;617;-2991;935;18421;-1728;61;1482;-3195;482;-4015;-1920;449;-1244;959;-1743
True,-3049;394;-464;-6190;274;-2183;-729;-1155;-446;-2662;620;1779;-3936;20252;-2845;806
False,-514;-3311;11363;580;3470;-1418;-1972;495;689;-2530;-727;-2541;-3679;-4471;-69;-2378
False,-1106;2516;-896;491;12701;-667;-286;2415;-1446;-2794;-1844;-2500;-1788;-238;-1556;-1634
True,498;2745;657;-2739;-636;-5405;-5835;-2077;-2534;-1504;3901;-431;-4693;2971;-3058;17216
False,-1628;-562;-1774;183;13205;-3202;-481;4256;-2038;1030;-278;2059;-1091;-2491;-2784;1191
True,-298;1201;-6044;-585;-4210;1582;455;-368;10579;295;556;-979;-1317;-1679;1357;-988
True,11906;-657;1869;-3080;-4744;174;6031;-3014;2440;-3117;-317;-3347;-2227;1038;-2412;797
True,1909;1659;161;1700;1017;1421;-6054;-5080;-2322;-5213;-1412;-1508;15786;-512;-3215;1295
True,2550;-1386;-1093;-1989;23595;-1733;2044;327;-5854;-3048;-582;-3384;-3515;-2133;1715;-402
True,-1137;-3464;-1161;11195;-289;-40;718;748;-4320;-203;-4415;12;419;-2194;2305;1189
True,-3598;2981;12164;-4172;880;2427;657;-3768;-1813;593;-1232;-1593;1818;1427;-1235;-5739
True,-2616;1042;4865;-2309;83;-1839;-4665;15947;3518;4309;-2639;-2156;3273;-3904;363;-8357
True,540;15849;2492;-2349;1857;-2778;-3412;4729;474;-3914;-133;-4315;-680;-6535;436;-1730
True,41;9483;2427;543;-3761;477;-2488;2017;990;33;-2892;-3926;3073;-5028;2505;-4698
True,-5228;-6699;13303;-1702;-3492;-3094;1337;3595;1139;-1121;-75;4870;-1720;1268;542;-3092
True,1731;2753;621;1938;2153;-3697;-4373;-5196;-4476;-4172;16737;-2857;260;496;687;-2761
True,234;3238;1247;-6811;-1451;-2360;1438;-2406;167;-2697;639;2987;-3076;15149;-2973;-1306
False,723;-1869;-576;4186;-4137;-6153;-7016;-290;2470;-1930;1495;-956;2653;4765;1558;8742
True,-2656;-545;1746;-2427;-1889;853;-1060;1388;2275;250;11758;-34;2181;-1302;-7546;234
True,1167;1908;297;-2128;2212;-4923;-3312;-1854;-709;-129;864;-3236;-4055;2127;-1798;15252
True,1106;15412;1586;-1610;-6393;-3549;2877;-738;-5967;4642;-2249;-1212;2514;1734;-2125;-5136
True,288;1848;-5335;-1829;-1946;944;657;460;8517;645;447;-1811;-1263;-2316;571;-955
True,13143;2193;6070;-21;-5361;-900;1345;-2297;-917;-7193;-1829;-905;-2613;1220;-1747;471
True,493;-2152;443;2350;1366;2836;-3391;-4619;-2556;-4626;706;167;13404;-166;-2681;2278
True,1711;-752;-1390;-3264;15994;-1710;1685;-1303;-4224;-2879;2018;-834;-2976;-4624;4648;856
True,-1681;-3368;-1182;9710;240;744;-1121;369;-4725;655;-1827;-422;-935;-2604;2553;2382
True,-148;569;14375;-4764;2678;-1073;464;-1520;-530;-859;1214;-2006;-1018;-1975;-3280;-5400
True,-929;1735;2924;-1228;-758;-2870;-5518;14244;3357;2425;2242;-983;2714;-5548;-1036;-9162
True,84;13460;1244;-4165;-248;-4881;-5242;11952;-1070;-3478;-205;-4171;-336;-5662;1660;-2214
False,2179;-238;9922;1041;-581;-2869;-799;-1325;-3059;-2621;-17;-6312;828;1313;-4035;2028
False,-3951;-5806;-3742;-4143;-1034;2408;-915;-1352;-183;14573;-1200;-1382;-411;588;4566;1765
True,2294;-2251;-2675;1438;-812;-3819;-5187;-4317;2033;-553;22735;1899;-360;2642;-2346;-2484
True,-3560;863;64;-7563;-1687;3634;72;-1418;608;-2125;333;4885;-6508;15235;-3450;-915
False,12233;3821;-2434;-2153;-4459;-436;-1487;3352;-4424;-597;-1047;2487;-614;2020;-4613;-1010
False,78;-4539;-1752;-944;1172;-4721;3532;2481;-2898;1023;207;-5239;-3547;14290;660;685
True,29;3577;1194;-2646;-663;-5245;-3479;-2901;-2417;817;2420;-602;-4302;1887;-3949;16302
True,1895;14266;1493;-791;-6067;-5156;-216;6539;-3843;3470;-1249;-2281;1938;1911;-3393;-5618
True,721;-516;-6062;-522;-3630;2582;2319;-1217;10350;-1781;393;-1092;-1621;-483;1368;-491
False,-5031;-6850;-1299;-2667;2384;858;2059;-930;-218;-5174;-4137;14361;2084;-24;4374;2407
True,857;-1043;-3433;1428;1873;957;-4656;-7640;-1614;-1869;3407;145;15855;-4347;895;2185
False,17166;-3674;-2843;-2965;-1093;-3295;3899;-4414;4167;-3565;5445;-3449;144;-1916;-597;-5337
False,-970;-3036;-6565;-4918;1361;-89;-5499;-623;-2915;2268;1818;2645;1;8390;21341;542
True,-3513;-5592;13629;-3691;-3157;-1559;865;-4737;-1460;-1951;-2134;3770;1375;-6316;-3512;-7093
True,-2589;-15;6884;-3544;1130;991;-3138;12466;3181;1706;1450;1904;3037;-2527;839;-4680
True,5551;13292;3110;-2754;2915;296;-2388;1051;1266;-4;-910;-5365;38;-3609;745;-3309
True,2530;10374;1288;4230;-3716;1853;-1672;2702;1560;363;-1312;-2542;1090;-4864;4563;-3351
True,-4635;1036;13453;-3407;-1382;-2960;2565;452;286;-889;423;839;-1973;-1324;17;-3840
True,873;4302;-1490;132;2043;209;-1068;-2645;-1014;-3189;17323;-1955;-433;718;-1317;-591
True,1231;2841;2090;-7471;1926;-371;2843;-1467;-59;-1686;1210;4224;-2180;13044;-3021;1720
True,547;2524;-6823;-1401;2032;418;-188;-120;-2027;-1279;11270;-4720;672;812;-382;944
True,-1688;4870;1759;-3081;-2101;2426;-353;-476;-59;-222;12922;3517;2850;-3905;-1513;-677
True,1129;1054;5041;2334;1536;-3576;235;723;143;2476;3297;-1400;-1843;2526;287;11706
True,2995;12752;1008;395;-6006;-3529;1361;-1166;-3392;2540;-5727;-1728;1728;2870;-1865;-2353
True,351;2011;-5698;-1553;-4134;2243;1060;907;10374;-488;-231;-782;-1628;-442;1911;-1740
True,12773;-566;4294;153;473;-1798;1118;5065;792;-3325;1693;-1950;-1434;-1261;-2681;-56
True,1271;-1143;1513;2444;890;-719;-4210;-781;-5730;-3196;-2603;-403;12351;-2896;727;604
True,1538;-2276;215;-2155;11826;-590;-546;-1806;-7315;-2756;-289;-1943;-2290;-3073;3542;3170
True,-817;-1727;-1735;11170;-1343;1341;733;970;-4111;-2280;-6345;-2234;710;-1661;1060;159
False,-1668;-2624;-1963;-2696;16413;462;-2404;-4456;-3990;-929;-898;2990;3736;1290;-2047;-912
True,-3557;-3391;334;480;-1219;2284;6202;12846;-1537;-1876;-7792;-2686;4301;-4301;-4320;-1144
False,-2868;3344;17629;-6027;2134;-1846;-147;2650;-1526;-1674;-2982;-2472;-2671;930;-4191;-494
False,1858;-1732;-5089;15806;1238;184;2314;-1668;-260;-1777;-303;-4253;-4366;1568;-257;-6796
False,-5679;-5310;-4683;-1038;812;-3607;10325;16359;1869;-1203;-3122;-2023;-376;-2252;-2887;3194
False,-3345;476;-1959;-1110;-4427;-4480;-313;-5512;25474;-3216;-1901;-1362;989;587;1881;-2821
False,149;-4499;13467;17255;-445;-6819;-390;-498;-4545;2274;-435;2367;-677;-2982;-3394;3686
False,-7835;-966;-7109;-3005;1218;1681;6141;1558;17370;1120;-1912;3636;-1915;-2165;-907;-2297
False,703;14208;1891;1801;-1132;-3396;1067;4731;-3719;606;-7624;-6781;-51;-3311;2801;-3339
False,152;-1822;-665;-1559;-1144;-533;-3837;-1837;13222;5606;-120;-2251;-3180;1373;-5312;-4449
True,111;16657;-1173;-2335;-4381;-2789;831;-2801;-4104;2598;-3242;-2795;55;1025;6540;-2916
False,-1338;4869;170;1050;-2058;-6236;794;-1718;-2209;842;-2737;-715;-927;324;14201;-2842
False,-4054;-1132;5986;43;17172;4103;-4513;4384;-1621;-1797;-2311;-5236;-2496;-2380;-1342;-3582
False,1326;7007;-1097;3319;-2559;-546;14630;-1279;2016;-848;1439;-4021;-6675;974;-3124;-1589
False,6497;-5245;-5773;16897;-1642;1592;623;-2489;-1909;-1123;-3708;1031;-936;3772;-2554;-2390
False,-3257;2169;-1397;-1332;-1315;-4580;-2083;-4202;-307;1927;417;-2780;13101;14625;2483;-851
False,-6090;-1550;-637;-6067;637;1646;-5844;-703;16869;695;1958;2943;887;-790;-1246;2679
True,-3588;-160;1734;-3103;7816;-2126;-6799;14045;3763;950;-929;-1793;2068;-4074;-208;-6875
True,1664;15467;1277;-3979;1248;-4229;-4497;4986;241;-3399;2325;-3365;-1975;-4630;281;-1560
False,-4905;130;2511;-2082;-3620;-1739;12404;-538;-2780;-1142;256;1424;-1707;-2843;2823;-65
True,-5007;-6198;12338;-2481;-3500;-2337;1238;-635;5139;910;-574;2602;-1399;1971;187;-1609
True,2131;-820;-2887;3397;-878;-910;-3820;-3193;-4815;-4583;14960;-5564;-400;81;7701;-3281
True,-1497;3398;960;-7686;-2579;-1063;1523;-1739;237;-2839;1118;4143;-5769;16903;-3535;1425
False,-2100;-981;-252;-2257;-3916;-377;-4888;-3233;2786;2508;-777;2634;13440;57;1449;-5468
False,-49;-4925;930;-2684;-2916;-298;1962;12841;897;-4283;-1536;-436;2967;379;-3893;505
True,-691;8029;-840;-3027;-1780;-5915;-3210;-1698;-1984;-2317;1880;-2587;-4211;2011;-2110;15764
True,1568;15706;466;-1304;-5342;-3754;1214;-320;-4500;3297;-3627;-2120;-32;1839;-1520;-5246
True,3196;2081;-6384;1766;1665;879;-7995;-4523;14123;-806;366;-1158;-974;1159;-1948;-1108
False,1198;-603;-1067;1827;-2967;-136;-1869;-1234;20342;-2149;1785;-5810;-7819;-2872;432;1921
False,-2027;2875;4832;-1288;-840;-908;-1143;16558;-3977;6904;-831;-1894;-2955;-2568;-2397;-6145
True,1682;-1741;-1606;-3416;16042;-472;2034;-3799;-4513;-4069;816;-2145;-4153;-2379;4278;1876
True,-1653;-3192;-1386;9796;320;663;-12;1362;-3479;-1206;-4369;44;-312;-2251;2446;-260
True,-7047;-343;11182;-8864;-2483;-2447;271;-2281;-5434;-5332;-2262;3617;8028;-4252;-4879;-9072
False,-4283;497;-5736;-3099;696;76;-1241;-8535;14729;55;-222;2376;-3917;-1245;-1561;17384
False,753;-2042;-1889;448;-1637;1495;-1216;-1236;15980;6086;-4493;2579;-260;-1808;-629;3339
False,57;921;-2920;-2582;9303;13540;-3933;898;-5596;-3146;-4181;-3481;-504;1939;-6603;1305
False,-172;-243;-2226;-2835;5948;11916;-4061;4641;-2571;517;-1100;1421;-874;-2830;-1588;429
False,-3517;2686;-2666;-210;-5049;15249;2863;-1732;-2112;-1491;11978;-94;-3367;-7289;2025;572
True,-3692;-1143;1154;-3749;-5021;27;186;-198;2377;-2382;1051;-5345;7171;15133;-4023;-2290
False,-2087;-3145;4921;-801;-1966;-1013;10503;11978;-2330;343;-3491;-7297;1163;-3241;1579;-929
False,-2293;3343;-2043;-1597;160;-874;550;-1271;-4077;-2606;-6933;-2151;1502;-41;17710;-1261
False,311;-1952;-1258;-2924;804;-182;2003;-40;-753;13134;-6618;-1447;-3783;-8059;10280;-6109
True,1198;17057;204;65;-6905;-6078;2609;-2064;-2189;1368;-1785;1014;-1900;2678;-6330;-4235
False,-8867;-3500;13625;15889;-7406;-2281;2024;-5301;-6131;-5072;6071;-388;-630;-1830;-2303;2707
True,12149;1326;5643;1252;-3422;-866;-2826;-3186;-5071;-10034;-4474;4542;5387;-1849;-2103;-1407
False,2145;-1593;-2756;-6620;-4066;-1316;-4461;16270;5470;569;1711;-3991;-3760;-1123;1645;1022
False,-1925;-3032;-3818;-3945;-4082;-591;-4735;1838;469;-507;4386;-3271;-2915;-7438;14611;8911
True,-3132;-5266;-1680;9311;-5546;-3972;-645;-2831;-4900;-914;-3905;-1958;642;-1769;2739;596
True,-3997;4956;24452;-1885;-378;-530;1181;-8579;1595;1531;-3949;-5169;744;-5143;-5281;-11082
True,-9924;-14981;1968;-9170;-5412;-19892;-20738;17129;-3211;10154;-6121;-3946;-19;-8377;-11206;-19797
True,3213;23366;-1679;-12826;2598;-5419;-3999;4207;-626;-3108;-6051;-5996;275;-11838;-4417;-10631
False,1218;6270;24989;-290;1199;2617;-13713;1854;14366;8658;8274;1911;5218;5497;3069;14271
True,-10818;-15863;12442;-10200;-13851;-5131;1440;-6393;-7600;1836;-12684;-2622;-12125;-7407;-8277;-16767
True,4467;7904;676;6536;2912;-7441;-12247;-10050;-6704;-6892;32988;-3280;-3460;1284;-2753;-4512
True,-841;12179;3119;-8431;1891;1379;15228;3625;7099;2789;7758;17111;-7174;32603;1235;-2171
False,-1075;8062;2890;25776;-14450;-2667;605;3515;-12766;7713;-203;2335;3840;-72;5090;3115
False,2281;4989;9740;-8096;11660;16998;29772;7562;2306;1682;206;3270;1143;-6926;-2195;-9615
True,59;4179;16478;-3047;1397;-10308;-9088;-6356;-4225;2868;-1318;-1431;-13094;1097;-3489;26867
True,406;21239;-583;-859;-7403;-3512;4643;-8465;-10667;7015;-7015;-8077;6478;-576;-5607;-11251
False,3071;-8806;-2377;-9189;3343;-3961;-12253;-11861;10870;12398;9330;8426;28283;8769;17609;3671
True,21266;-609;7990;7407;-531;-3902;3411;-7711;-3586;-3721;-5657;-5673;2709;1788;1580;13921
True,-7410;-5706;-5509;-6253;-6729;-5243;-13436;-6393;8460;-12684;-6756;-11072;18262;-10000;-15472;-8710
True,-2403;-4341;1878;-5427;26857;1829;2343;3074;-12857;353;2210;-1138;-10270;-9317;13304;1060
False,-14132;-16799;-17647;-22055;-23655;-26986;-24778;-13360;-19162;-18182;-15565;-21428;-16170;-5482;-24538;-24673
True,-1042;662;16837;2078;-649;-2827;536;-3734;-1472;-3449;-151;-1514;926;-392;810;-7425
True,-1790;416;4050;-3879;503;-1735;-4826;11912;2132;2679;-42;44;1953;-1876;-869;-5870
True,-185;15977;2389;-2710;1368;-2141;-3268;4649;234;-759;-336;-5738;-561;-6794;-196;-1614
True,2040;12151;-476;1197;-4446;764;-1957;2222;872;-1125;-2923;-4098;2037;-5670;2657;-3896
True,-7751;-6173;14462;-522;-2934;-4833;3377;539;1580;-389;325;3181;-3671;2647;1636;-2221
True,2263;-1273;-255;2783;967;-3201;-4233;-2005;-2892;-3382;14641;-3638;762;990;265;-2856
True,-3578;3282;679;-6231;-120;-1437;2337;-2561;-543;-2242;1332;4396;-4912;15427;-2556;12
True,238;2091;-5986;-1835;1162;946;-1499;-1098;-1857;-2015;11537;-3549;1346;-537;-1146;-1006
True,-2237;-337;-376;-3854;-727;948;-1881;833;425;-599;15554;2081;1085;-2174;-4351;-1653
True,163;3214;-618;-1948;1262;-3250;-2797;-1222;-1629;-107;-646;-1058;-2111;1991;-3155;12981
True,1731;15930;1304;-845;-4596;-3954;86;-1829;-4991;4112;-3932;-1137;2388;2272;-1747;-5164
True,822;1971;-6209;-1366;-3972;1078;447;-1309;11052;655;-422;-612;-346;-1432;1576;-1979
